filename	read_id	run_id	channel	mux	start_time	duration	template_start	template_duration	sequence_length_template	mean_qscore_template	barcode
channel-180.pod5	db438502-ea3e-44b2-9c1c-7339958489ce	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	182.925	0.8506	183.776	0	345	22	unclassified
channel-180.pod5	3b3dd916-e59d-4492-aded-3bfd4a6abcce	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	281.591	2.539	284.13	0	961	21	unclassified
channel-180.pod5	2fe8f5ae-2651-4859-b651-6dcb4c3d5bbd	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	291.511	1.685	293.196	0	578	19	unclassified
channel-180.pod5	161f3dfc-d665-4120-8024-75a38209e362	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	345.115	0.7422	345.857	0	284	22	unclassified
channel-180.pod5	0dbf47bd-8ce9-4910-87c9-5f89c247e842	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	564.272	1.4098	565.682	0	574	20	unclassified
channel-180.pod5	54fd286d-73d6-465b-8414-91325be39a46	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	335.489	4.75	340.239	0	1846	26	unclassified
channel-180.pod5	f2b5baed-f6d4-461d-9e17-17f9d3d92d47	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	348.833	1.9278	350.761	0	767	30	unclassified
channel-180.pod5	fe6538cb-64cc-4ad8-9cda-bed6fac781a0	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	506.381	1.1806	507.562	0	383	22	unclassified
channel-180.pod5	12ba8709-28ff-478a-ac5b-05064328c098	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	508.288	1.7256	510.014	0	579	21	unclassified
channel-180.pod5	c49ad26a-913f-4e26-a28a-bc72eb487b8c	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	519.781	2.6	522.381	0	1031	17	unclassified
channel-180.pod5	c53796e4-296c-49e8-bbcb-da86a5d0c24e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	548.191	0.6846	548.876	0	261	26	unclassified
channel-180.pod5	3ac187eb-7059-40d5-b13b-71148141991e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	535.062	0.8264	535.888	0	344	16	unclassified
channel-180.pod5	1312cd48-6301-40e6-88e0-053b094c23d1	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	533.993	1.0608	535.054	0	308	26	unclassified
channel-180.pod5	03520b7c-e82b-4dde-a56b-7ccbbb5d6fee	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	571.036	1.129	572.165	0	393	22	unclassified
channel-180.pod5	bcd95d9e-7172-433f-a827-91f983e92b9e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	486.182	17.4426	503.625	0	6758	25	unclassified
channel-180.pod5	3c768879-63cf-4c07-a72f-2b19b353134c	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	573.483	2.473	575.956	0	936	23	unclassified
channel-180.pod5	ef7700fd-7841-4793-9d62-0240e5b64a49	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	611.77	1.5508	613.321	0	560	33	unclassified
channel-180.pod5	6992ded0-57b8-41ce-a0ef-8e07463d0807	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	372.531	54.4904	427.021	0	16282	25	unclassified
channel-180.pod5	6bc81d18-21b1-444a-a627-77f672791283	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	429.205	47.69	476.895	0	17872	24	unclassified
channel-180.pod5	2e003baf-fde5-4b9b-b038-420ebde6e5cf	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	643.561	1.0292	644.59	0	319	24	unclassified
channel-180.pod5	73c40f8a-0a76-4092-9c14-ba7eb6ace511	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	616.482	3.8346	620.317	0	1686	21	unclassified
channel-180.pod5	a74c99a8-2f05-4081-ba73-90dd90feb96a	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	721.899	0.9884	722.887	0	408	16	unclassified
channel-180.pod5	b69b008a-fa51-41d9-a61d-da132775eb80	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	621.172	4.0652	625.237	0	1396	25	unclassified
channel-180.pod5	4eb4b7ad-c8cf-47da-b4b2-b93cdc72a099	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	647.689	0.7658	648.455	0	218	14	unclassified
channel-180.pod5	8ea67a30-943e-4974-adf3-5febc90644f7	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	765.889	0.8132	766.702	0	286	14	unclassified
channel-180.pod5	1f9b295c-1a77-4eba-9433-3a9b30d9993f	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	676.405	1.095	677.5	0	355	23	unclassified
channel-180.pod5	1cdca30b-9ad1-483c-b4c6-517ecf23771e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	720.524	1.3502	721.874	0	400	16	unclassified
channel-180.pod5	6e712acc-25fb-4a08-9cf2-901ecf58a39e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	650.705	0.7938	651.499	0	199	20	unclassified
channel-180.pod5	ba808912-3f18-4bd7-9e0d-5484b241bb36	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	712.278	0.7834	713.061	0	244	32	unclassified
channel-180.pod5	0043f84f-aec3-4351-844c-970e46e97d7f	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	734.958	2.3596	737.318	0	611	17	unclassified
channel-180.pod5	4ebae849-16e4-45b8-9be2-cf237cff9e50	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	755.839	0.7444	756.583	0	253	14	unclassified
channel-180.pod5	c19de949-20fe-440d-a29e-2e7a7c4c882b	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	584.555	24.684	609.239	0	9398	22	unclassified
channel-180.pod5	4fd52665-0c09-4b62-a331-c15da4aee6f9	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	764.884	0.9496	765.834	0	293	18	unclassified
channel-180.pod5	e0795e8e-56d9-41ff-9d7c-ec6ee8470db1	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	803.898	1.2858	805.184	0	549	17	unclassified
channel-180.pod5	32000d79-45f5-4b05-89b9-486edeab799b	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	658.025	13.2254	671.25	0	4815	26	unclassified
channel-180.pod5	395c5d45-dd16-4e86-8766-1c76addea53c	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	778.037	0.7018	778.739	0	279	19	unclassified
channel-180.pod5	2cd84ec7-1341-4cc9-a02d-d4a24b4e5673	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	888.436	0.8892	889.325	0	333	20	unclassified
channel-180.pod5	18a4cbad-1964-488b-bcee-047535956acf	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	871.307	5.4262	876.733	0	2267	21	unclassified
channel-180.pod5	87af2806-9f44-4422-b9da-59917482d82e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	886.74	1.2776	888.018	0	543	17	unclassified
channel-180.pod5	7288b459-0025-484c-8376-5322e0acd511	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1031.64	1.0996	1032.74	0	379	20	unclassified
channel-180.pod5	504db022-7dc1-4a10-8d17-65077c8c485a	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	876.884	4.3114	881.195	0	1789	20	unclassified
channel-180.pod5	6fc07d21-b7cb-4482-ab6d-7887bc4700d8	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	894.844	0.9734	895.817	0	335	24	unclassified
channel-180.pod5	acfd9a80-5512-4b9d-83a3-8beb43c49c61	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	881.436	0.9022	882.338	0	404	20	unclassified
channel-180.pod5	5ebdd9c1-92ce-4f99-97e6-04bd3d671d4d	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	891.349	1.49	892.839	0	566	20	unclassified
channel-180.pod5	b1ed6ba8-8f40-49cb-a4a2-f0c788ef0610	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1049.48	0.8104	1050.29	0	287	21	unclassified
channel-180.pod5	8bee56f7-da75-43a1-a1f5-c6139e696dc5	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	952.655	1.0506	953.706	0	410	26	unclassified
channel-180.pod5	9912ad6f-34f5-41cc-af36-d6fc67537d7e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	791.912	10.3084	802.22	0	3941	24	unclassified
channel-180.pod5	4efc9ab6-84d4-4946-a7a2-eae5f72c6194	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	900.471	3.0738	903.545	0	920	25	unclassified
channel-180.pod5	4c42b31f-0be0-4533-ab7f-403f7e933465	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	984.138	0.8654	985.003	0	243	13	unclassified
channel-180.pod5	60739e45-f871-49e1-870a-013a6bef8d7e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1026.49	0.9238	1027.41	0	382	16	unclassified
channel-180.pod5	d906ead0-f923-447e-84c6-51774f1a1e52	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	954.701	0.8032	955.504	0	267	20	unclassified
channel-180.pod5	5b815b5a-c436-4530-99b1-17074bf54473	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1023.05	0.8892	1023.94	0	336	22	unclassified
channel-180.pod5	45133129-2620-42eb-bc0a-65b5d5ebe597	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1127.95	1.0204	1128.97	0	344	33	unclassified
channel-180.pod5	71e177c1-067d-4a5a-afb9-88f203f6f165	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1020.48	1.8348	1022.31	0	771	13	unclassified
channel-180.pod5	5630c1c7-00d2-41a5-8ae6-0e6380160ddb	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1033.55	1.7784	1035.33	0	703	24	unclassified
channel-180.pod5	c42314c8-e3d8-4a37-acca-6025bbe4d421	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1036.55	0.8236	1037.37	0	302	29	unclassified
channel-180.pod5	60ba6495-ca34-4d97-92b8-e21cc1aefa4e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1042.46	0.8034	1043.27	0	260	20	unclassified
channel-180.pod5	b55e9905-6fe2-4c9f-ab6c-9038bd2fabae	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	903.659	13.3094	916.968	0	5057	28	unclassified
channel-180.pod5	af450ceb-8ce8-4b87-ac3b-8f1f7ad7794d	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1093.82	1.639	1095.46	0	685	26	unclassified
channel-180.pod5	1ea585a5-1a60-4501-af53-5b26957ca456	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1105.38	0.898	1106.28	0	286	22	unclassified
channel-180.pod5	98a1202c-8415-4050-be8a-a5077e06cd40	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1130.1	1.7094	1131.8	0	628	17	unclassified
channel-180.pod5	76affb56-dd26-4ca8-864a-dda35ca69f11	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1175.44	1.0204	1176.46	0	317	24	unclassified
channel-180.pod5	38a6f93d-ff59-469e-a9fb-98d779c15850	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1095.57	0.7098	1096.28	0	306	27	unclassified
channel-180.pod5	d9eadac3-68d7-43d8-b025-401d7e238bf9	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1163.59	0.7878	1164.38	0	269	21	unclassified
channel-180.pod5	a4ea6a18-f201-48fc-8144-051de4c2e410	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	992.877	12.632	1005.51	0	5275	20	unclassified
channel-180.pod5	8e05592d-4440-4327-85a3-888129e773b0	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	918.349	18.093	936.442	0	7518	23	unclassified
channel-180.pod5	34811c02-c9b9-47c9-b2b0-8b428a400a95	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1294.74	1.1022	1295.84	0	225	24	unclassified
channel-180.pod5	1dcac023-6aa2-4561-9be6-1c2d94db3793	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1176.55	0.8848	1177.44	0	321	20	unclassified
channel-180.pod5	99765558-22ff-4bcc-805a-40df09fee01a	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1273.59	2.4486	1276.04	0	969	19	unclassified
channel-180.pod5	519a47b8-4d00-4288-ba79-65d7004c551e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1298.75	0.8676	1299.61	0	326	21	unclassified
channel-180.pod5	5c2fc346-b299-4106-8eda-d740fb8ae53f	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1164.74	5.0504	1169.79	0	1964	22	unclassified
channel-180.pod5	4fded14a-c6ac-4e1c-a735-622624bd7883	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1178.19	1.112	1179.3	0	453	25	unclassified
channel-180.pod5	a155711f-f78b-4a6b-8b74-f898e7abb040	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1324.85	12.515	1337.36	0	4823	18	unclassified
channel-180.pod5	4e66310e-bea5-473b-8512-d4a2cdd28c8f	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1251.03	22.0056	1273.04	0	8481	24	unclassified
channel-180.pod5	ad22071b-f2a6-4376-b89d-426b7435aa6d	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1053.54	29.2514	1082.8	0	11504	22	unclassified
channel-180.pod5	1f04cf4a-94dd-4641-86e4-65e2a702d1d9	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1439.47	1.117	1440.58	0	402	22	unclassified
channel-180.pod5	022cf99e-0401-400b-9e86-315e83b62458	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1403.65	1.0626	1404.71	0	360	24	unclassified
channel-180.pod5	519b5ceb-281b-490c-92a0-1e378b01cfc4	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1343.81	4.3092	1348.12	0	1297	29	unclassified
channel-180.pod5	4d414aff-c924-4952-8681-51801fd2111b	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1375.81	1.2356	1377.04	0	481	18	unclassified
channel-180.pod5	b82d2635-0dc5-415e-b8c4-a3c6d266f0d8	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1341.93	1.2912	1343.22	0	526	22	unclassified
channel-180.pod5	8a63cf84-0e63-49f6-8ab0-8ac3c4ff9c30	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1440.59	1.0272	1441.61	0	400	17	unclassified
channel-180.pod5	1986e15f-67b3-4bd8-b3fc-d831274151b6	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1406.89	0.8666	1407.76	0	343	19	unclassified
channel-180.pod5	275461ab-eade-470a-bf97-6ed3b2e45b1c	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1432.98	1.54	1434.52	0	638	25	unclassified
channel-180.pod5	b799f7ba-76d5-444f-a9bb-76b43c3a6477	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1392.47	4.7876	1397.26	0	1713	16	unclassified
channel-180.pod5	cc4abfee-1476-4993-80c2-61ec7a373c78	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1419.85	2.3546	1422.2	0	905	20	unclassified
channel-180.pod5	8db52764-06eb-4308-aca1-cc153e78a31b	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1443.92	0.773	1444.7	0	207	20	unclassified
channel-180.pod5	6b85694d-1059-440d-a9c6-27cba1706c13	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1451.26	3.2296	1454.49	0	1290	21	unclassified
channel-180.pod5	0a8502c5-242a-442e-88b6-55d948e1b6cc	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1496.44	0.9252	1497.37	0	330	27	unclassified
channel-180.pod5	8ec24467-395c-4555-907e-4753668b9232	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1498.54	1.9584	1500.5	0	689	19	unclassified
channel-180.pod5	1ff6d09f-9399-4c8f-bdd4-e7a4f68bf597	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1351.11	15.7476	1366.86	0	6701	22	unclassified
channel-180.pod5	9a75edad-1dc7-4ebe-a5ad-8e382493836d	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1300.75	19.6436	1320.39	0	8541	22	unclassified
channel-180.pod5	4ac5b31b-3a56-4ec4-a023-2a4e1495b348	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1479.43	3.846	1483.27	0	1471	28	unclassified
channel-180.pod5	e891f417-4390-4ff8-86f3-790b9d182fff	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1131.87	31.4256	1163.29	0	12749	24	unclassified
channel-180.pod5	cc7eb286-7816-4a85-bc9f-44b85933fde3	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1572.71	0.7596	1573.47	0	337	17	unclassified
channel-180.pod5	19e40cfb-0a56-4147-af11-dd727ad5e319	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1494.14	1.4666	1495.61	0	562	22	unclassified
channel-180.pod5	fcd6e2b5-06ab-4b7a-9002-07615398c07d	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1500.95	2.5984	1503.55	0	1017	28	unclassified
channel-180.pod5	5ec41d03-bff8-4c50-88a1-ffda5fd53159	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1544.39	0.7432	1545.13	0	364	18	unclassified
channel-180.pod5	52e867eb-8ff4-460c-9922-2dec4333353f	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1549.67	0.8028	1550.48	0	289	29	unclassified
channel-180.pod5	f67a1a34-08a4-415e-a9dd-680c676eaf10	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1541.93	2.0162	1543.94	0	820	19	unclassified
channel-180.pod5	71914e77-2f92-4814-afd3-ab61963d01cf	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1539.68	1.4084	1541.09	0	505	24	unclassified
channel-180.pod5	0ac26e00-b5ed-4154-8b66-d7489f67c100	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1566.27	1.2584	1567.52	0	451	29	unclassified
channel-180.pod5	1d7f3bdb-d66a-4492-95ce-7daf6a08d102	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1568.42	1.7266	1570.15	0	618	16	unclassified
channel-180.pod5	b90623a9-e375-48a6-9fed-b380ce544792	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1563.92	1.2336	1565.16	0	455	21	unclassified
channel-180.pod5	bdb8d6c5-81da-42c0-821c-6750353158ec	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1595.28	1.379	1596.66	0	520	24	unclassified
channel-180.pod5	c675c9fb-924a-42e5-8ce3-9f2f1525eaeb	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1842.22	1.1312	1843.35	0	409	18	unclassified
channel-180.pod5	e179782a-9377-4a3f-b919-c70f5a552638	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1836.96	0.978	1837.94	0	445	18	unclassified
channel-180.pod5	e2aa89e8-9ed5-4c93-b0e3-4d25bb46d2ae	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1692.28	1.6506	1693.93	0	562	28	unclassified
channel-180.pod5	8a49ea39-b529-473d-b486-59f4d0e975d6	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1579.16	3.8202	1582.98	0	1543	25	unclassified
channel-180.pod5	9d47b886-e5d6-4b67-b6fe-74af89c8015a	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1689.13	1.4306	1690.56	0	609	25	unclassified
channel-180.pod5	f94f3f36-3977-4f54-a8e0-778397677a60	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1574.47	1.076	1575.55	0	353	21	unclassified
channel-180.pod5	418ea8a7-47a1-4d99-9ef3-b2b98b9f5d35	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1604.63	1.0858	1605.71	0	413	17	unclassified
channel-180.pod5	82d58990-5879-4f64-986e-9aabeb98aae8	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1957.25	1.204	1958.45	0	518	20	unclassified
channel-180.pod5	c149c238-f88a-45ab-bb1b-b1e99b1b7866	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1598.34	5.5988	1603.93	0	2258	21	unclassified
channel-180.pod5	3018a269-278e-48cf-b315-31ad15734556	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1527.51	11.6996	1539.21	0	4818	24	unclassified
channel-180.pod5	ce01498d-bfaf-434c-b9f7-50e73dc42e93	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1887.05	0.7672	1887.82	0	262	23	unclassified
channel-180.pod5	7ecdc0ca-3e94-4382-af1f-f890ac480c79	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2021.28	0.7234	2022	0	247	22	unclassified
channel-180.pod5	0050b5b4-11e7-4587-b644-a745e712daff	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1508.27	19.0752	1527.35	0	7398	25	unclassified
channel-180.pod5	2bb32211-d1ca-4036-be82-9daee10eef73	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1864.57	0.8524	1865.42	0	342	20	unclassified
channel-180.pod5	85962b79-d97a-4f2c-b2b2-2a30e1e42ba0	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1922.6	0.8792	1923.48	0	185	23	unclassified
channel-180.pod5	bd382c82-cdd3-4a86-87d9-cb4dee145d09	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1930.74	1.577	1932.32	0	563	20	unclassified
channel-180.pod5	42145bf2-4bd4-4de7-8eff-e750b93c4e8e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1915.32	2.4166	1917.74	0	946	35	unclassified
channel-180.pod5	a5fe841c-496c-4c0f-9afc-dfb9e1fe69d5	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1867.62	15.192	1882.81	0	7369	20	unclassified
channel-180.pod5	772c92d5-e32a-4d5b-8a91-0536241c0034	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2057.54	0.6226	2058.16	0	213	22	unclassified
channel-180.pod5	4b4ca037-393e-4345-9c0d-5c3d7bec53ec	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2024.22	0.8706	2025.09	0	240	20	unclassified
channel-180.pod5	8a4a9fab-11e1-42b4-acd6-9efe1fb30028	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2048.07	5.2438	2053.32	0	2203	27	unclassified
channel-180.pod5	1f623d0a-6ef0-4d15-a13c-f8487500b137	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2053.41	2.4104	2055.82	0	1134	21	unclassified
channel-180.pod5	10419ed6-56e7-44f2-a5d8-422bcb3a1e7b	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2015.86	1.2444	2017.1	0	473	19	unclassified
channel-180.pod5	ed5c9366-ba31-4bce-afe4-6e24a78987be	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2056.64	0.65	2057.29	0	210	21	unclassified
channel-180.pod5	3c3176f4-c8ef-4d19-a67b-793023274d4f	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2003.74	0.6866	2004.43	0	240	26	unclassified
channel-180.pod5	39f76b36-d01f-4cbf-bb4c-4de1d493f7e9	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2022.14	0.7204	2022.86	0	254	20	unclassified
channel-180.pod5	2bb8d6e0-a7d1-4f0c-81fa-bce9afdd2386	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2027.77	1.85	2029.62	0	582	23	unclassified
channel-180.pod5	0b3b2e00-351f-42a2-bf01-b5bfb95ac800	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2061.99	1.5864	2063.58	0	618	18	unclassified
channel-180.pod5	08777609-a640-432f-a1c8-750bcd32307b	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2058.61	1.8524	2060.46	0	706	25	unclassified
channel-180.pod5	dfcac58b-2aba-4949-a201-60782101085e	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1958.56	6.1554	1964.72	0	2461	25	unclassified
channel-180.pod5	ada4ebf2-630c-496a-b2af-b19d8be1cffa	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2074.03	1.4616	2075.49	0	578	27	unclassified
channel-180.pod5	4c02cd77-c14c-4018-84ba-66c0da0f0822	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2066.18	1.5666	2067.74	0	678	15	unclassified
channel-180.pod5	fbc60cdb-050f-43a0-a26c-a23c8f38cd54	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2072.38	1.1188	2073.5	0	358	24	unclassified
channel-180.pod5	bd6d2b80-581b-4416-81b9-61d0db99456b	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1940.96	13.9016	1954.86	0	5905	22	unclassified
channel-180.pod5	134647eb-9610-4de4-9305-a9f51f3c8068	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	1985.75	12.261	1998.01	0	4656	23	unclassified
channel-180.pod5	c283ce05-d87c-4cd4-9653-26cf54e901d0	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2036.7	1.7748	2038.47	0	573	8	unclassified
channel-180.pod5	8890da60-ab1e-44b4-9335-3b067faa120a	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2561.32	1.0976	2562.41	0	418	21	unclassified
channel-180.pod5	a2504a72-98c1-44c6-a6db-4ee3192b6904	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2089.24	1.4666	2090.71	0	601	15	unclassified
channel-180.pod5	3d3a1680-4cf4-4b7e-823b-ba5423d22895	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2190.09	2.052	2192.14	0	505	21	unclassified
channel-180.pod5	a766dd2b-7316-4923-b256-7e907eb69796	5904f7ca6b863af8f0f1c7af4f72c17cc8513c6f	180	4	2871.92	1.6632	2873.58	0	569	28	unclassified
